paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
17,2,"Chẳng nói chẳng rằng, anh nông phu luôn miệng hô: - 'Khắc nhập! Khắc nhập!'. Các đốt tre lần lượt chạy ra khỏi bó rồi dính vào nhau thành một cây cao ngất nghểu. Phú ông tức mình chạy lại định lay cây tre cho nó rời ra, nhưng những tiếng 'khắc nhập' từ miệng anh hô có phép làm cả người phú ông bỗng dính liền vào cây tre như là một đốt nối thêm vào vậy.","Without a word, the farmer began chanting, ‘Khắc nhập! Khắc nhập!’ The bamboo joints flew out of the bundles and joined together into a towering bamboo tree. Furious, the landowner rushed forward to shake it apart, but the magic words caused his body to stick fast to the bamboo like another joint.","Traditional Vietnamese painting style, a terrified landowner with body magnetically stuck to a tall magical bamboo tree, limbs flailing in air, in the middle of a courtyard, dramatic magical violet lighting, chaotic atmosphere, dynamic angle, masterpiece quality.",Terrified Landowner,Sticking to,Magical bamboo tree
18,2,"Phú ông kêu la ầm ỹ. Tiếng kêu oai oái làm cho hai họ hốt hoảng đổ ra sân. Chàng rể là người đầu tiên chạy đến định gỡ cho bố vợ, nhưng hai tiếng 'khắc nhập' của anh nông phu lại làm cho người hắn dính liền vào cây và đội phú ông lên đầu. Đến lượt ông thông gia đến gỡ con ra cũng bị dính vào nốt. Tiếp đó, họ nhà trai nhà gái cứ mỗi người xông vào gỡ là một lần bị dính cứng vào tre.","The landowner screamed loudly, and his cries sent both families rushing into the courtyard in panic. The groom ran forward first to free his father-in-law, but the farmer’s chant made him stick to the bamboo as well, lifting the landowner onto his shoulders. When the groom’s father tried to help, he too became stuck. One after another, anyone who rushed in to help ended up firmly attached to the bamboo.","Traditional Vietnamese painting style, a chaotic human chain consisting of a groom in blue robes and other guests stuck to the landowner on a tall bamboo tree, struggling to pull away, in a festive courtyard, bright harsh flash-like light, panic atmosphere, wide angle shot, highly detailed.",Groom and Guests,Sticking to,Landowner on bamboo tree
19,2,"Trong khi mọi người sợ xanh cả mắt thì anh đầy tớ vẫn bình thản đứng ở góc sân để đợi phú ông trả lời. Cuối cùng, phú ông đành phải van lạy xin được thả ra và hứa sẽ gả con gái cho anh, không dám nuốt lời nữa.","While everyone else was terrified, the servant stood calmly in a corner of the courtyard, waiting for the landowner’s answer. At last, the landowner begged to be released and promised to give his daughter to the farmer, no longer daring to break his word.","Traditional Vietnamese painting style, a calm farmer standing with crossed arms, looking down at a landowner who is bowing and pleading, courtyard setting, soft sunset light creating long shadows, triumphant mood, cinematic composition, highly detailed.",Calm Farmer,Looking down at,Pleading Landowner
20,2,"Bấy giờ anh chàng bèn hô lên mấy tiếng: - 'Khắc xuất! Khắc xuất!'. Lập tức, phú ông và mọi người rời khỏi cây tre. Sau đó chàng rể cùng họ nhà trai cắp gói ra về. Còn anh nông phu từ đó được vợ như mong ước.","The farmer then chanted, ‘Khắc xuất! Khắc xuất!’ At once, the landowner and the others were freed from the bamboo. The groom and his family gathered their belongings and left, while the poor farmer finally gained the wife he had long hoped for.","Traditional Vietnamese painting style, a happy farmer holding hands with a beautiful young woman in traditional red wedding ao dai, standing in a peaceful village courtyard, soft golden hour glow illuminating their faces, romantic and joyful atmosphere, highly detailed, masterpiece quality.",Happy Farmer,Holding hands with,Woman in red ao dai
,,,,,,,
1,3,"Vào thời Hùng Vương có một người đàn bà đã nhiều tuổi nhưng sống một thân một mình. Một hôm sáng dậy bà đi thăm nương, bỗng nhìn thấy một vết chân giẫm nát cả mấy luống cà. Bà kinh ngạc kêu lên: - 'Ôi! Bàn chân ai mà to thế này!'.","During the time of the Hùng Kings, there lived an elderly woman who dwelt alone. One morning, as she went out to tend her fields, she suddenly noticed a gigantic footprint that had crushed several rows of eggplants. Astonished, she exclaimed, “Oh! Whose foot could possibly be so large?”","Traditional Vietnamese painting style, an elderly peasant woman with a headscarf looking down in astonishment at a gigantic footprint indented deep into the soil, crushing green eggplant bushes, morning sunlight in a vegetable field, wide angle, highly detailed, masterpiece quality.",Elderly Woman,Looking at,Giant footprint
2,3,"Bỗng bà cảm thấy rùng mình khi đưa bàn chân ướm thử vào dấu chân lạ. Từ đó bà có mang. Đủ ngày tháng, bà sinh được một đứa con trai bụ bẫm đặt tên là Gióng. Nhưng thằng bé lên ba tuổi rồi mà vẫn nằm ngửa đòi ăn, không biết ngồi biết lẫy, cũng không biết nói biết cười gì cả.","A sudden shiver ran through her as she placed her own foot into the strange footprint. From that moment, she became pregnant. In due time, she gave birth to a plump baby boy and named him Gióng. Yet by the age of three, the child still lay on his back asking for food, unable to sit up, roll over, speak, or even smile.","Traditional Vietnamese painting style, a 3-year-old boy lying still on a bamboo bed inside a thatched hut, looking chubby but motionless, his mother sitting nearby with a worried expression, rustic interior, soft window light, melancholic atmosphere, medium shot, highly detailed, 8k resolution.",Baby Giong,Lying still,On bamboo bed
3,3,"Ngày ấy có giặc Ân kéo vào cướp nước ta. Giặc Ân rất hung hăng tàn ác, cầm đầu là một viên tướng tên gọi Ân vương, hình dung cổ quái dữ tợn. Chúng nó đi đến đâu là đốt phá nhà cửa, giết người cướp của đến đấy. Quân đội Hùng Vương nhiều phen xuất trận, nhưng đánh không nổi. Vua Hùng lấy làm lo lắng vội phái sứ giả đi khắp nơi trong nước tìm bậc tướng tài để giúp vua cứu nước.","In those days, the Ân invaders marched in to plunder the land. Fierce and brutal, they were led by a commander known as the Ân King, whose appearance was strange and terrifying. Wherever they passed, houses were burned, people were killed, and property was looted. The armies of the Hùng King went into battle many times but could not prevail. Deeply troubled, the King hastily sent messengers throughout the realm to seek a worthy hero to save the country.","Traditional Vietnamese painting style, fierce invaders in strange dark armor burning a Vietnamese village, flames consuming wooden houses, a terrifying general (An King) on a horse in the background, chaotic and dark atmosphere, fire lighting, cinematic war scene, highly detailed, masterpiece quality.",Invaders,Burning / Plundering,Village houses
4,3,"Một hôm sứ giả đi đến làng chú bé Gióng. Nghe tiếng loa rao nói đến việc nhà vua cầu người tài, bà mẹ Gióng đang ru con, liền bảo đùa con rằng: - Con ơi! Con của mẹ chậm đi chậm nói làm vậy, thì biết bao giờ mới đi đánh giặc giúp vua được đây!","One day, a royal messenger arrived at Gióng’s village. Hearing the proclamation calling for talented warriors, Gióng’s mother, as she rocked her son to sleep, jokingly said that her slow-growing child might never be able to fight the invaders and help the King.","Traditional Vietnamese painting style, a mother gently rocking a wicker cradle inside a house, speaking to her child, while through the open door a royal messenger is visible blowing a trumpet in the village road, contrast between quiet home and public urgency, medium shot, highly detailed, professional artwork.",Mother,Rocking cradle,In the house
5,3,"Không ngờ Gióng nhìn mẹ mở miệng bật lên thành tiếng: - Mẹ cho gọi sứ giả vào đây cho con! Nói xong lại im bặt. Bà mẹ vừa mừng vừa sợ, vội đi kể chuyện với xóm giềng. Mọi người đổ tới, ai nấy cho là một sự lạ. Sau cùng một người nói: - Ta cứ đi mời sứ giả đến xem thử nó muốn cái gì.","To her astonishment, Gióng suddenly looked at his mother and spoke aloud, asking her to summon the messenger. After that, he fell silent once more. His mother, both overjoyed and frightened, hurried to tell the neighbors. People gathered in amazement, and at last someone suggested inviting the messenger to see what the boy desired.","Traditional Vietnamese painting style, close-up of the toddler Giong suddenly sitting up and speaking, his mother stepping back in shock with hand over mouth, neighbors peeking through the window, dramatic interior lighting, miraculous atmosphere, portrait shot, highly detailed, 8k resolution.",Toddler Giong,Speaking / Sitting up,To mother
6,3,"Khi sứ giả của nhà vua bước vào nhà nhìn thấy chú bé Gióng liền hỏi rằng: - Mày là đứa trẻ lên ba mới học nói, mày định mời ta đến để làm gì? Gióng trả lời rất chững chạc: - Về bảo với vua rèn cho ta một con ngựa sắt, một thanh gươm sắt, một giáp sắt và một nón sắt, ta sẽ đánh đuổi giặc dữ cho!","When the King’s messenger entered the house and saw the three-year-old boy, he asked why he had been summoned. Gióng answered calmly, instructing him to tell the King to forge an iron horse, an iron sword, an iron suit of armor, and an iron helmet, for he would drive away the enemy.","Traditional Vietnamese painting style, the small child Giong sitting confidently on the bed, commanding the royal messenger who is listening attentively, Giong gesturing with authority, rustic home setting, serious and mystical mood, medium shot, highly detailed, masterpiece quality.",Giong,Commanding,The messenger
